date,open,high,low,close,volume
2009-11-30,109.48,110.2,108.12,109.94,160874800
2009-12-01,110.92,111.66,110.73,111.3,159613620
2009-12-02,111.28,112.01,110.92,111.25,132315059
2009-12-03,111.55,112.18,110.29,110.38,167324830
2009-12-04,111.84,112.38,110.04,111.01,274907790
2009-12-07,110.91,111.53,110.49,110.84,127973802
2009-12-08,110.04,110.7725,109.27,109.61,169863650
2009-12-09,109.58,110.18,109.02,110.021,155063350
2009-12-10,110.7,111.12,110.45,110.64,138014640
2009-12-11,111.11,111.36,110.61,111.11,124853988
2009-12-14,111.87,112,111.37,111.87,107141486
2009-12-15,111.46,111.92,111,111.35,120408777
2009-12-16,111.8,112.13,111.27,111.52,155358100
2009-12-17,110.72,110.93,110.08,110.18,183390080
2009-12-18,110.2,110.3,109.28,110.21,174591140
2009-12-21,110.76,111.7,110.76,111.33,118104223
2009-12-22,111.57,111.97,111.425,111.73,91707436
2009-12-23,112,112.11,111.5,111.95,111783033
2009-12-24,112.19,112.6,111.9948,112.48,39677470
2009-12-28,112.9,112.99,112.32,112.72,87508427
2009-12-29,113.01,113.03,112.55,112.562,80572472
2009-12-30,112.23,112.65,112.17,112.52,73138357
2009-12-31,112.77,112.8,111.39,111.44,90637861
2010-01-04,112.37,113.39,111.51,113.33,118944541
2010-01-05,113.26,113.68,112.85,113.63,111579866
2010-01-06,113.52,113.99,113.43,113.71,116074402
2010-01-07,113.5,114.33,113.18,114.19,131091048
2010-01-08,113.89,114.62,113.66,114.57,126402764
2010-01-11,115.08,115.13,114.235,114.73,106375678
2010-01-12,113.97,114.21,113.22,113.66,163333430
2010-01-13,113.95,114.94,113.37,114.62,161821930
2010-01-14,114.49,115.14,114.42,114.93,115783759
2010-01-15,114.73,114.84,113.2,113.64,212283100
2010-01-19,113.62,115.13,113.59,115.06,139172640
2010-01-20,114.28,114.45,112.98,113.89,216490120
2010-01-21,113.92,114.27,111.56,111.7,344859510
2010-01-22,111.2,111.7416,109.09,109.21,345942400
2010-01-25,110.21,110.41,109.41,109.77,186937470
2010-01-26,109.34,110.47,109.04,109.31,211168720
2010-01-27,109.17,110.08,108.33,109.83,271863580
2010-01-28,110.19,110.25,107.91,108.57,316103990
2010-01-29,109.04,109.8,107.22,107.39,310677590
2010-02-01,108.15,109.07,107.5008,109.06,187864910
2010-02-02,109.26,110.59,108.88,110.38,216327850
2010-02-03,109.88,110.4815,109.51,109.83,172730600
2010-02-04,108.98,109.03,106.42,106.44,356715610
2010-02-05,106.56,106.88,104.58,106.66,493585760
2010-02-08,106.74,107.33,105.8099,105.89,224166830
2010-02-09,107.13,108.15,106.27,107.22,337820410
2010-02-10,107.05,107.6,106.11,107.01,240511500
2010-02-11,106.87,108.25,106.25,108.13,223591550
2010-02-12,106.99,108.1012,106.51,108.04,304622010
2010-02-16,108.86,109.85,107.821,109.74,159317420
2010-02-17,110.27,110.41,109.74,110.26,168845040
2010-02-18,110.08,111.14,110.035,110.91,193708530
2010-02-19,110.62,111.57,110.36,111.14,222684820
2010-02-22,111.55,111.58,110.83,111.16,132346808
2010-02-23,110.86,111.2,109.52,109.81,207496920
2010-02-24,110.14,111,109.86,110.82,176350610
2010-02-25,109.24,110.75,108.94,110.67,259634680
2010-02-26,110.77,111.12,110.11,110.74,173589230
2010-03-01,111.2,112,111.17,111.89,147709640
2010-03-02,112.37,112.74,112,112.2,160992380
2010-03-03,112.49,112.97,112.02,112.3,150784940
2010-03-04,112.45,112.8,112.03,112.641,135770350
2010-03-05,113.37,114.34,113.1,114.25,176118770
2010-03-08,114.26,114.52,114.07,114.27,114631139
2010-03-09,113.93,114.99,113.87,114.46,154556670
2010-03-10,114.51,115.275,114.41,114.97,186088800
2010-03-11,114.7,115.48,114.35,115.45,160875840
2010-03-12,115.95,115.97,115.14,115.46,162074760
2010-03-15,115.26,115.575,114.6,115.49,146816800
2010-03-16,115.81,116.52,115.49,116.41,168672990
2010-03-17,116.76,117.48,116.4198,117.1,177468090
2010-03-18,117.11,117.27,116.57,117.0375,196509040
2010-03-19,116.96,117.293,115.52,115.97,226641100
2010-03-22,115.31,116.8,115.24,116.5925,184477710
2010-03-23,116.76,117.51,116.38,117.41,182941550
2010-03-24,116.97,117.4264,115.58,116.84,196183320
2010-03-25,117.63,118.1666,116.51,116.65,223396260
2010-03-26,116.87,117.42,116.12,116.582,205808500
2010-03-29,117.1699,117.53,116.6886,117.32,134513500
2010-03-30,117.46,117.83,116.91,117.4,145772410
2010-03-31,116.95,117.52,116.61,117,161078670
2010-04-01,117.8,118.25,117.1,117.8,161215170
2010-04-05,118.25,118.84,117.92,118.76,105847602
2010-04-06,118.42,119.25,118.29,119.04,110384143
2010-04-07,118.8,119.3567,117.81,118.36,184576300
2010-04-08,117.95,118.97,117.6,118.7725,158703990
2010-04-09,119.02,119.6,118.8,119.55,133006493
2010-04-12,119.7,120.05,119.56,119.74,110278931
2010-04-13,119.62,120.04,119,119.83,125125040
2010-04-14,120.27,121.19,120.08,121.19,161608990
2010-04-15,120.99,121.5654,120.95,121.29,144615230
2010-04-16,120.86,121.285,118.75,119.36,366879700
2010-04-19,119.01,119.93,118.47,119.81,217947760
2010-04-20,120.56,120.98,119.871,120.88,157707940
2010-04-21,120.95,121.23,119.99,120.66,192910090
2010-04-22,119.81,121.17,119.12,121.02,239188580
2010-04-23,120.94,121.86,120.63,121.8125,177335420
